Nama,Penghasilan(jt),Jumlah Anggota Keluarga,Tingkat Pendidikan,Dinding Rumah,Lantai Rumah,Atap Rumah,Sumber Penerangan(VA),Luas Lantai Rumah(m2),Sumber Mata Air,Pengeluaran Kebutuhan Pangan,Pengobatan Tenaga Medis,Pembelian Pakaian(/tahun),Kecamatan
"Daliono Permadi, M.Kom.",2,7,SD,Bambu,Keramik,Asbes,6.6,< 8m,Sumur Pompa,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan A
Dacin Hidayat,3,2,SMA,Bambu,Kayu,Seng,6.6,< 8m,Sumur Galian,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan A
Cager Pertiwi,3,4,SD,Kayu,Tanah,Genteng,0.45,> 8m,Sumur Resapan,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan C
Cindy Halim,5,6,SD,Bambu,Kayu,Rumbia,0.45,> 8m,Sumur Galian,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan B
Icha Putra,5,1,SMA,Bambu,Tanah,Rumbia,1.3,< 8m,Sumur Pompa,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan A
Ade Hutasoit,6,4,S3,Tembok,Tanah,Asbes,6.6,< 8m,Sumur Bor,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan A
Ciaobella Tarihoran,7,4,Tidak Sekolah,Kayu,Keramik,Rumbia,3.5,> 8m,Sumur Pompa,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan B
"Drs. Gambira Yuniar, M.Ak",7,3,S3,Kayu,Kayu,Seng,0.45,> 8m,Sumur Resapan,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan D
Emin Aryani,10,5,S2,Bambu,Keramik,Genteng,3.5,< 8m,Sumur Resapan,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan D
Tina Saptono,2,1,S3,Bambu,Semen,Genteng,1.3,< 8m,Sumur Galian,Sebagian Kecil,Mampu,Mampu,Kecamatan B
"Dr. Vanesa Pradipta, M.Ak",4,1,SMA,Tembok,Kayu,Genteng,0.45,< 8m,Sumur Resapan,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan C
"Jaiman Pudjiastuti, S.Pt",5,0,SD,Kayu,Semen,Rumbia,1.3,< 8m,Sumur Galian,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan D
"Drs. Ayu Mayasari, S.I.Kom",6,6,S2,Bambu,Kayu,Seng,1.3,> 8m,Sumur Galian,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan D
Kanda Hidayat,3,2,SD,Bambu,Semen,Rumbia,3.5,> 8m,Sumur Galian,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan C
"Tgk. Tirtayasa Halim, M.Farm",2,2,Tidak Sekolah,Bambu,Keramik,Rumbia,3.5,> 8m,Sumur Pompa,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan B
Drs. Eka Mandala,5,7,S2,Tembok,Semen,Rumbia,3.5,< 8m,Sumur Galian,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan C
KH. Purwanto Maryadi,1,3,S3,Tembok,Tanah,Asbes,0.45,< 8m,Sumur Pompa,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan B
T. Umay Anggraini,7,2,D3,Tembok,Semen,Genteng,0.45,< 8m,Sumur Galian,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan D
Aisyah Sitompul,1,2,SMP,Bambu,Kayu,Asbes,6.6,< 8m,Sumur Pompa,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan B
Ganjaran Saefullah,10,4,SMP,Kayu,Keramik,Asbes,0.45,< 8m,Sumur Resapan,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan D
Marsudi Hasanah,3,5,SD,Bambu,Kayu,Rumbia,0.45,< 8m,Sumur Resapan,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan D
Zamira Riyanti,10,4,SD,Bambu,Tanah,Seng,1.3,> 8m,Sumur Galian,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan D
"Luis Puspasari, S.Sos",6,4,S1,Bambu,Tanah,Asbes,0.45,< 8m,Sumur Pompa,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan D
Tiara Pradana,1,6,SMP,Kayu,Keramik,Asbes,3.5,< 8m,Sumur Galian,Sebagian Kecil,Mampu,Mampu,Kecamatan A
Farah Lazuardi,2,7,S2,Bambu,Keramik,Asbes,6.6,< 8m,Sumur Galian,Sebagian Kecil,Mampu,Mampu,Kecamatan B
"Hj. Kani Usamah, S.Ked",4,0,S3,Kayu,Semen,Genteng,6.6,< 8m,Sumur Galian,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan B
"Galiono Melani, S.Ked",9,5,SD,Kayu,Semen,Genteng,3.5,> 8m,Sumur Resapan,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan A
Iriana Pratiwi,3,3,S2,Bambu,Kayu,Rumbia,1.3,< 8m,Sumur Pompa,Sebagian Kecil,Mampu,Mampu,Kecamatan B
Hj. Zahra Hutasoit,1,3,S3,Bambu,Keramik,Rumbia,6.6,> 8m,Sumur Pompa,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan A
Banara Pratiwi,8,2,S3,Kayu,Tanah,Seng,0.45,< 8m,Sumur Galian,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan A
Umaya Rajata,7,2,S2,Tembok,Semen,Seng,1.3,> 8m,Sumur Bor,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan D
Vera Nashiruddin,9,3,S3,Bambu,Tanah,Asbes,3.5,> 8m,Sumur Bor,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan D
Samiah Prasetya,1,0,S3,Tembok,Keramik,Rumbia,6.6,> 8m,Sumur Galian,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan D
Gabriella Hakim,6,3,D3,Kayu,Kayu,Asbes,3.5,> 8m,Sumur Bor,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan C
Lidya Purwanti,1,0,SD,Tembok,Kayu,Rumbia,6.6,< 8m,Sumur Resapan,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan B
"dr. Ega Pradipta, S.Gz",5,4,D3,Kayu,Tanah,Seng,0.45,< 8m,Sumur Resapan,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan A
"Tgk. Taufik Wijayanti, S.Sos",3,6,SD,Kayu,Tanah,Asbes,3.5,< 8m,Sumur Bor,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan D
Kiandra Permadi,9,6,S2,Kayu,Tanah,Genteng,0.45,< 8m,Sumur Bor,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan B
Samiah Winarsih,9,0,D3,Bambu,Keramik,Rumbia,0.45,> 8m,Sumur Pompa,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan A
"drg. Vega Januar, S.Psi",9,3,SD,Tembok,Semen,Rumbia,6.6,< 8m,Sumur Bor,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan D
Cemani Siregar,5,6,S3,Tembok,Tanah,Seng,1.3,> 8m,Sumur Pompa,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan B
drg. Karen Wibowo,1,6,D3,Bambu,Keramik,Asbes,3.5,< 8m,Sumur Pompa,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan A
Mala Nababan,7,3,S2,Kayu,Tanah,Rumbia,6.6,> 8m,Sumur Pompa,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan B
Cinta Saefullah,8,1,SMA,Bambu,Tanah,Seng,0.45,> 8m,Sumur Pompa,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan D
H. Bancar Usada,4,2,Tidak Sekolah,Bambu,Semen,Asbes,6.6,< 8m,Sumur Pompa,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan A
Aslijan Pratiwi,9,7,D3,Tembok,Semen,Asbes,1.3,> 8m,Sumur Galian,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan B
"Utama Padmasari, S.Pt",7,3,S1,Bambu,Semen,Seng,1.3,< 8m,Sumur Resapan,Sebagian Kecil,Mampu,Mampu,Kecamatan B
Puti Talia Thamrin,1,5,D3,Kayu,Tanah,Seng,0.45,> 8m,Sumur Resapan,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan B
Cahyo Thamrin,2,6,S3,Tembok,Tanah,Asbes,0.45,< 8m,Sumur Bor,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan D
"Wulan Tampubolon, S.H.",2,7,Tidak Sekolah,Tembok,Kayu,Seng,6.6,< 8m,Sumur Pompa,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan B
Lasmanto Permata,10,5,S2,Bambu,Semen,Rumbia,6.6,< 8m,Sumur Pompa,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan C
Aslijan Zulaika,5,7,S2,Tembok,Semen,Rumbia,3.5,< 8m,Sumur Resapan,Sebagian Besar,Mampu,Mampu,Kecamatan D
Sari Saefullah,1,4,Tidak Sekolah,Bambu,Kayu,Rumbia,3.5,> 8m,Sumur Resapan,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan C
Rudi Maryadi,6,7,SMP,Bambu,Kayu,Seng,1.3,> 8m,Sumur Resapan,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan D
Restu Waluyo,2,7,SD,Bambu,Semen,Asbes,3.5,< 8m,Sumur Bor,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan C
Putri Sihombing,9,2,SD,Tembok,Kayu,Seng,3.5,< 8m,Sumur Galian,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan A
"Suci Hasanah, S.T.",3,0,SD,Tembok,Semen,Asbes,1.3,< 8m,Sumur Galian,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan B
dr. Agnes Hartati,5,0,S1,Kayu,Tanah,Asbes,3.5,< 8m,Sumur Resapan,Sebagian Kecil,Mampu,Mampu,Kecamatan D
Cakrawangsa Pradana,10,3,SMP,Bambu,Tanah,Asbes,0.45,> 8m,Sumur Pompa,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan C
Cawisono Jailani,9,0,SMA,Kayu,Keramik,Genteng,3.5,< 8m,Sumur Bor,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan B
Ulva Sinaga,8,4,Tidak Sekolah,Bambu,Semen,Seng,3.5,< 8m,Sumur Bor,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan C
Mutia Wibisono,10,4,SMP,Tembok,Semen,Seng,0.45,> 8m,Sumur Resapan,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan B
Maida Mulyani,4,6,D3,Kayu,Semen,Seng,6.6,< 8m,Sumur Pompa,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan C
Rahmi Mangunsong,8,6,SMP,Kayu,Semen,Genteng,1.3,> 8m,Sumur Pompa,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan A
Langgeng Wibowo,7,1,S2,Bambu,Tanah,Seng,6.6,< 8m,Sumur Resapan,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan D
"KH. Limar Mangunsong, M.Ak",7,5,SD,Bambu,Semen,Asbes,0.45,> 8m,Sumur Resapan,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan A
Zelda Susanti,1,5,Tidak Sekolah,Bambu,Tanah,Rumbia,3.5,< 8m,Sumur Bor,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan B
Juli Pudjiastuti,7,0,SMP,Tembok,Tanah,Seng,1.3,< 8m,Sumur Pompa,Sebagian Besar,Mampu,Mampu,Kecamatan D
Chandra Zulaika,9,4,S1,Bambu,Semen,Seng,6.6,< 8m,Sumur Pompa,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan D
"Wira Samosir, S.E.",2,5,S3,Bambu,Keramik,Asbes,3.5,> 8m,Sumur Galian,Sebagian Besar,Mampu,Mampu,Kecamatan A
"R. Ani Fujiati, S.Pt",7,3,S2,Tembok,Semen,Rumbia,0.45,> 8m,Sumur Pompa,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan D
Paulin Laksita,1,3,S2,Tembok,Kayu,Seng,6.6,< 8m,Sumur Galian,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan B
Maimunah Pradana,10,7,S2,Bambu,Keramik,Asbes,6.6,> 8m,Sumur Bor,Sebagian Kecil,Mampu,Mampu,Kecamatan C
"Septi Pranowo, M.Farm",5,3,S1,Kayu,Kayu,Asbes,0.45,< 8m,Sumur Galian,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan B
dr. Karsana Saragih,6,5,SMP,Tembok,Kayu,Genteng,6.6,> 8m,Sumur Bor,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan B
Jessica Sinaga,8,5,Tidak Sekolah,Kayu,Kayu,Rumbia,3.5,> 8m,Sumur Bor,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan D
Tgk. Lidya Simanjuntak,7,4,S3,Bambu,Keramik,Asbes,3.5,> 8m,Sumur Galian,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan D
"Dt. Bambang Yuniar, S.Psi",9,4,D3,Kayu,Tanah,Rumbia,6.6,> 8m,Sumur Pompa,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan D
Gasti Prabowo,5,1,S1,Bambu,Semen,Rumbia,6.6,< 8m,Sumur Bor,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan C
Ajiono Padmasari,9,1,D3,Tembok,Keramik,Genteng,6.6,> 8m,Sumur Bor,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan C
"Icha Ramadan, M.TI.",7,0,Tidak Sekolah,Tembok,Tanah,Genteng,3.5,> 8m,Sumur Pompa,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan B
"Zelaya Lailasari, S.Sos",4,3,SMP,Kayu,Keramik,Genteng,0.45,< 8m,Sumur Pompa,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan A
Umi Putra,5,0,SMP,Bambu,Keramik,Asbes,0.45,< 8m,Sumur Resapan,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan B
"dr. Yessi Najmudin, M.Kom.",4,3,Tidak Sekolah,Kayu,Tanah,Genteng,6.6,< 8m,Sumur Bor,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan A
Nova Fujiati,3,1,S3,Bambu,Kayu,Genteng,1.3,< 8m,Sumur Bor,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan D
Azalea Novitasari,9,2,SMA,Bambu,Kayu,Rumbia,6.6,> 8m,Sumur Resapan,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan B
"Ir. Yulia Namaga, M.M.",9,3,SMP,Bambu,Kayu,Seng,3.5,< 8m,Sumur Bor,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan A
Lalita Damanik,1,4,D3,Bambu,Tanah,Seng,6.6,> 8m,Sumur Galian,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan D
"Jati Namaga, S.Farm",2,2,S2,Kayu,Tanah,Rumbia,3.5,< 8m,Sumur Resapan,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan A
Ira Wastuti,7,1,S1,Bambu,Kayu,Genteng,1.3,> 8m,Sumur Pompa,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan B
Citra Marbun,1,1,Tidak Sekolah,Kayu,Semen,Genteng,6.6,> 8m,Sumur Resapan,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan A
Ajimat Pradipta,8,0,SMP,Tembok,Tanah,Rumbia,0.45,> 8m,Sumur Galian,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan B
Samiah Hakim,2,6,S3,Bambu,Kayu,Seng,6.6,< 8m,Sumur Galian,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan A
"Drs. Cici Kurniawan, S.Ked",5,5,S3,Kayu,Semen,Genteng,0.45,< 8m,Sumur Pompa,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan B
"Yosef Thamrin, S.E.",4,4,SD,Kayu,Tanah,Asbes,6.6,> 8m,Sumur Bor,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan B
"Ghaliyati Safitri, S.T.",10,7,S1,Bambu,Keramik,Seng,0.45,> 8m,Sumur Resapan,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan C
Bagas Permata,5,7,SMP,Kayu,Semen,Seng,6.6,< 8m,Sumur Pompa,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan D
KH. Jais Mulyani,5,3,SD,Tembok,Semen,Rumbia,1.3,> 8m,Sumur Resapan,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan C
Almira Hidayat,9,2,SMP,Kayu,Keramik,Genteng,6.6,< 8m,Sumur Galian,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan B
R. Kurnia Wastuti,6,7,S1,Bambu,Semen,Asbes,6.6,> 8m,Sumur Galian,Sebagian Besar,Mampu,Mampu,Kecamatan A
Kayla Hutapea,4,1,SMA,Bambu,Keramik,Seng,3.5,< 8m,Sumur Pompa,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan D
Ir. Darmana Susanti,7,0,S2,Bambu,Keramik,Asbes,6.6,> 8m,Sumur Resapan,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan C
"H. Balangga Utama, S.Psi",8,2,SMP,Tembok,Kayu,Asbes,1.3,< 8m,Sumur Pompa,Sebagian Besar,Mampu,Mampu,Kecamatan A
"Drs. Sadina Pangestu, M.Pd",10,7,Tidak Sekolah,Kayu,Semen,Rumbia,6.6,< 8m,Sumur Resapan,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan A
Padmi Usamah,4,6,SD,Bambu,Keramik,Genteng,0.45,> 8m,Sumur Resapan,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan D
Gasti Nugroho,1,6,SMA,Bambu,Tanah,Seng,3.5,< 8m,Sumur Pompa,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan D
Puput Wacana,8,5,SMA,Tembok,Keramik,Seng,6.6,> 8m,Sumur Bor,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan D
Hana Hardiansyah,4,6,SD,Tembok,Keramik,Genteng,0.45,< 8m,Sumur Galian,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan D
Endra Suwarno,5,6,S3,Tembok,Semen,Rumbia,3.5,> 8m,Sumur Pompa,Sebagian Kecil,Mampu,Mampu,Kecamatan A
Jayadi Agustina,2,3,SMP,Bambu,Tanah,Seng,0.45,> 8m,Sumur Galian,Sebagian Kecil,Mampu,Mampu,Kecamatan B
"Sutan Umar Sihombing, S.Pt",8,7,SD,Tembok,Semen,Asbes,3.5,< 8m,Sumur Galian,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan A
"Enteng Mulyani, S.Kom",7,3,Tidak Sekolah,Bambu,Tanah,Seng,1.3,< 8m,Sumur Pompa,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan C
Dariati Situmorang,8,1,Tidak Sekolah,Kayu,Kayu,Rumbia,0.45,< 8m,Sumur Resapan,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan D
Raina Mandasari,9,2,Tidak Sekolah,Kayu,Kayu,Rumbia,1.3,< 8m,Sumur Pompa,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan B
Maya Jailani,6,6,Tidak Sekolah,Bambu,Keramik,Seng,1.3,> 8m,Sumur Pompa,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan C
Nova Setiawan,7,2,S1,Bambu,Kayu,Seng,1.3,< 8m,Sumur Galian,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan C
"Qori Hariyah, S.Kom",8,0,S2,Kayu,Keramik,Rumbia,0.45,< 8m,Sumur Pompa,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan C
Tami Haryanti,10,4,S1,Bambu,Keramik,Genteng,6.6,< 8m,Sumur Galian,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan D
"drg. Samsul Nababan, S.H.",10,3,S3,Kayu,Tanah,Seng,6.6,< 8m,Sumur Bor,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan C
Dadi Maryati,8,4,SD,Kayu,Semen,Seng,3.5,< 8m,Sumur Bor,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan C
Restu Nuraini,8,0,Tidak Sekolah,Tembok,Tanah,Asbes,6.6,> 8m,Sumur Galian,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan A
Elon Rahimah,2,1,Tidak Sekolah,Tembok,Tanah,Asbes,3.5,> 8m,Sumur Galian,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan A
H. Kawaya Anggriawan,8,7,S2,Kayu,Semen,Asbes,3.5,> 8m,Sumur Bor,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan B
Bagya Yulianti,6,5,SMA,Kayu,Kayu,Seng,1.3,> 8m,Sumur Galian,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan B
Septi Hutasoit,5,6,S2,Tembok,Tanah,Rumbia,3.5,< 8m,Sumur Pompa,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan C
"Anastasia Pranowo, S.Kom",6,2,D3,Bambu,Semen,Genteng,3.5,> 8m,Sumur Resapan,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan D
Diah Utami,4,0,D3,Bambu,Kayu,Rumbia,6.6,> 8m,Sumur Galian,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan B
Ella Nasyiah,4,3,S1,Bambu,Semen,Rumbia,3.5,> 8m,Sumur Resapan,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan A
"Dr. Ika Winarno, S.H.",10,0,S2,Bambu,Semen,Asbes,3.5,> 8m,Sumur Galian,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan B
Uli Prasasta,5,2,S3,Tembok,Kayu,Asbes,0.45,< 8m,Sumur Galian,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan A
Maida Mangunsong,9,2,S3,Tembok,Tanah,Genteng,3.5,> 8m,Sumur Galian,Sebagian Kecil,Mampu,Mampu,Kecamatan C
Cinthia Winarsih,8,4,S2,Bambu,Keramik,Genteng,0.45,< 8m,Sumur Pompa,Sebagian Kecil,Mampu,Mampu,Kecamatan A
"Yance Maryadi, M.Kom.",9,2,SD,Kayu,Tanah,Genteng,3.5,< 8m,Sumur Pompa,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan C
H. Jati Wibowo,3,5,SMP,Tembok,Tanah,Rumbia,3.5,> 8m,Sumur Bor,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan B
"H. Aditya Nasyidah, S.Farm",4,4,S3,Bambu,Kayu,Seng,0.45,< 8m,Sumur Pompa,Sebagian Besar,Mampu,Mampu,Kecamatan A
Bakda Haryanto,9,6,S2,Tembok,Tanah,Asbes,1.3,> 8m,Sumur Galian,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan B
R.M. Lega Prasetya,7,2,SMP,Tembok,Tanah,Rumbia,6.6,> 8m,Sumur Galian,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan C
Ani Maheswara,9,0,S2,Bambu,Kayu,Seng,6.6,< 8m,Sumur Bor,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan B
Jaya Nurdiyanti,9,1,SD,Kayu,Keramik,Seng,0.45,> 8m,Sumur Pompa,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan B
Puti Anastasia Puspasari,7,3,S2,Bambu,Tanah,Rumbia,3.5,< 8m,Sumur Pompa,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan C
Kayun Natsir,7,5,SMA,Tembok,Keramik,Seng,0.45,< 8m,Sumur Galian,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan A
Darimin Dabukke,6,6,SMA,Kayu,Semen,Seng,0.45,< 8m,Sumur Resapan,Sebagian Kecil,Mampu,Mampu,Kecamatan A
"Galih Adriansyah, S.Ked",4,1,SMA,Bambu,Keramik,Genteng,1.3,> 8m,Sumur Pompa,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan D
Naradi Andriani,9,6,Tidak Sekolah,Kayu,Keramik,Asbes,0.45,< 8m,Sumur Pompa,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan D
"Timbul Rajasa, M.Ak",4,3,S3,Bambu,Keramik,Rumbia,1.3,< 8m,Sumur Resapan,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan D
Okto Wahyudin,7,1,Tidak Sekolah,Kayu,Semen,Seng,0.45,> 8m,Sumur Resapan,Sebagian Besar,Mampu,Mampu,Kecamatan B
R.A. Kezia Safitri,2,0,SMA,Kayu,Kayu,Genteng,0.45,< 8m,Sumur Resapan,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan D
R.A. Uchita Hidayanto,3,6,SD,Bambu,Semen,Seng,1.3,< 8m,Sumur Galian,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan A
Respati Rahmawati,10,5,SD,Tembok,Tanah,Seng,6.6,> 8m,Sumur Pompa,Sebagian Kecil,Mampu,Mampu,Kecamatan C
"Dina Latupono, M.Kom.",2,5,D3,Kayu,Semen,Asbes,6.6,> 8m,Sumur Resapan,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan D
Bakiman Farida,3,0,D3,Bambu,Keramik,Seng,0.45,< 8m,Sumur Pompa,Sebagian Besar,Mampu,Mampu,Kecamatan A
Diah Maryati,2,3,S3,Kayu,Semen,Seng,1.3,> 8m,Sumur Galian,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan A
R.A. Victoria Kusumo,5,2,Tidak Sekolah,Kayu,Keramik,Rumbia,1.3,< 8m,Sumur Bor,Sebagian Besar,Tidak Mampu,Mampu,Kecamatan C
"Yuni Sitorus, S.Psi",4,3,S2,Tembok,Keramik,Rumbia,1.3,< 8m,Sumur Bor,Sebagian Besar,Mampu,Mampu,Kecamatan D
Dr. Nilam Waskita,5,5,S2,Kayu,Keramik,Seng,0.45,> 8m,Sumur Resapan,Sebagian Besar,Mampu,Tidak Mampu,Kecamatan C
"Diah Dabukke, S.T.",5,2,S3,Bambu,Kayu,Asbes,6.6,< 8m,Sumur Pompa,Sebagian Besar,Mampu,Mampu,Kecamatan B
"Ellis Mulyani, S.IP",3,3,SMA,Bambu,Kayu,Rumbia,0.45,< 8m,Sumur Resapan,Sebagian Kecil,Tidak Mampu,Mampu,Kecamatan D
"Hj. Eka Halim, M.TI.",7,2,SMP,Tembok,Semen,Rumbia,3.5,< 8m,Sumur Bor,Sebagian Besar,Tidak Mampu,Tidak Mampu,Kecamatan D
Indra Prasetyo,3,3,S2,Tembok,Semen,Asbes,1.3,> 8m,Sumur Pompa,Sebagian Kecil,Mampu,Tidak Mampu,Kecamatan A
Uli Uyainah,7,3,SD,Bambu,Tanah,Genteng,3.5,< 8m,Sumur Pompa,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan A
Irsad Budiman,10,1,SMP,Kayu,Semen,Rumbia,6.6,< 8m,Sumur Pompa,Sebagian Kecil,Tidak Mampu,Tidak Mampu,Kecamatan B
Rahayu Uwais,7,2,SD,Kayu,Kayu,Genteng,0.45,< 8m,Sumur Resapan,Sebagian Kecil,Mampu,Mampu,Kecamatan B
"Ratna Dabukke, S.Sos",3,7,S2,Bambu,Keramik,Seng,0.45,> 8m,Sumur Pompa,Sebagian Kecil,Mampu,Mampu,Kecamatan D
